代號,名稱,取樣年 T-1,TSE 產業別,TSE新產業_名稱,是否違約,會計師事務所,是否為四大,是否投保董監責任險(Y/N),是否投保董監責任險,TESG分數,環境構面分數,社會構面分數,公司治理構面分數,總負債/總淨值,稅前純益/實收資本,營業利益率,稅後淨利成長率,存貨週轉率（次）,資產總額,ROA稅後息前,ROE稅後,每股淨值,每股現金流量,營收成長率,營業毛利成長率,營業利益/實收資本比,  現金及約當現金,  應收帳款及票據,  其他應收款,  存貨,  其他流動資產,流動資產,  不動產廠房及設備,    遞延所得稅資產,  遞延資產合計,    其他非流動資產－其他,  其他非流動資產,非流動資產,  應付帳款及票據,  其他應付款,  其他流動負債,流動負債,非流動負債,負債總額,    普通股股本,  股本,  資本公積合計,    未分配盈餘,  保留盈餘,  其他權益,母公司股東權益合計,股東權益總額,負債及股東權益總額,  營業收入毛額,營業收入淨額,  銷貨成本,營業成本,營業毛利,已實現銷貨毛利,營業費用,營業利益,  利息收入,  其他收入－其他,其他收入,  其他利益及損失－其他,其他利益及損失,  利息支出(不含租賃負債),財務成本,營業外收入及支出,稅前淨利,所得稅費用,繼續營業單位損益,合併總損益,其他綜合損益－OCI,本期綜合損益總額,歸屬母公司淨利（損）,綜合損益歸屬母公司,每股盈餘,加權平均股數,稀釋稅後淨利,每股盈餘－完全稀釋,加權平均股數－稀釋,稅前息前淨利,稅前息前折舊前淨利,常續性稅後淨利,  稅前淨利－CFO,  折舊－CFO,  攤提－CFO,  利息支出－CFO,  利息收入－CFO,  應收帳款（增加）減少－CFO,  存貨（增加）減少－CFO,  應付帳款增加（減少）－CFO,  其他應付款增加（減少）－CFO,  利息收現－CFO,  退還（支付）所得稅－CFO,  調整項（出貨）－CFO,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI,  其他金融資產（增加）減少－CFI,投資活動之現金流量,籌資活動之現金流量,本期產生現金流量,期初現金及約當現金,期末現金及約當現金,  資產負債表帳列現金,商品及製成品,員工人數-母公司,用人費用合計,折舊合計,攤銷合計,ROA(C)稅前息前折舊前,ROA稅後息前折舊前,ROA－綜合損益,稅前息前折舊前淨利率,營業毛利率,已實現銷貨毛利率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,現金流量比率,每股淨值(F)－TSE公告數,常續性EPS,每股營業額,每股營業利益,每股稅前淨利,每股綜合損益,季底每股稅前淨利,季底每股稅後淨利,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,負債比率,淨值/資產,長期資金適合率(A),淨負債,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,固定資產週轉次數,淨值週轉率（次）,季底收款天數,季底售貨天數,自由現金流量(D),Tobins Q,Tobins Q (A)
2755,揚秦,2021,16,觀光餐旅,0,勤業眾信聯合會計師事務所,1,Y,1,48.48,44.83,50.06,50.21,110.58,46.15,6.31,3.45,25.74,1218817,6.36,12.97,28.94,10.23,5.5,3.38,49.29,462672,35129,341,48874,1040,549994,552050,4265,4265,21090,108963,668823,226708,82786,8224,383233,256785,640018,200000,200000,155268,194962,224019,-488,578799,578799,1218817,1561043,1561043,1162427,1162427,398616,398616,300045,98571,242,694,936,2330,-3892,1897,3316,-6272,92299,19340,72959,72959,-45,72914,72959,72914,3.65,20000,72959,3.64,20020,95615,178137,78500,92299,81956,566,3316,-242,-14246,-7564,68780,-2019,250,-20704,2392,204506,-1227,0,-3544,-81046,119561,343111,462672,462672,48874,432,234848,81956,566,15.45,12.38,6.13,11.41,25.54,25.54,5.91,4.67,-0.4,5.03,132.85,9.37,19.22,15.04,53.36,28.94,3.93,78.05,4.93,4.61,3.65,4.61,3.65,3.38,8.12,1.81,3.45,10.98,5.14,6.03,0.38,143.51,129.98,4.39,52.51,47.49,132.22,-307219,166761,14.51,53.57,1.31,6.81,2.74,2.78,9.38,15.35,83092,1.03,1.03
2756,聯發國際,2021,16,觀光餐旅,0,勤業眾信聯合會計師事務所,1,Y,1,45.2,43.39,38.36,55.97,176.89,103.76,19.78,508.76,13.67,775926,15.51,49.9,18.08,12.1,27.33,36.98,104.32,179427,27918,3479,32350,1090,365125,338915,12570,12570,8207,56364,410801,45252,68767,1834,219596,276104,495700,155006,155006,3121,85117,129801,-7702,280226,280226,775926,817262,817262,404917,404917,412345,412345,250650,161695,514,8870,12466,-544,-9555,3158,3770,-859,160836,43352,117484,117484,-2156,115328,117484,115328,7.58,15501,117484,7.55,15562,164606,197639,122211,160836,32489,544,3770,-514,-11604,-4664,-345,18416,514,-41206,-14,187612,-21298,1222,-84770,-159338,-59454,238881,179427,179427,0,148,136515,32489,544,26.05,19.52,14.85,24.18,50.45,50.45,19.68,14.38,-0.11,14.95,164.51,25.9,30.67,16.7,85.44,18.08,7.88,52.72,10.43,10.38,7.44,10.38,7.58,36.98,118.64,451.66,508.76,305.07,-0.22,46.99,10.03,166.27,146.6,3.13,63.88,36.12,138.88,-89001,145529,21.51,34.15,1.05,10.69,2.37,3.47,12.47,29.11,91265,2.86,2.86
2904,匯僑,2021,20,其他,0,資誠聯合會計師事務所,1,Y,1,55.95,56.22,65.08,49.4,69.92,12.96,18.98,-55.29,0,1635480,4.47,7.14,13.94,3.49,-13.82,-39.13,12.82,135111,43104,0,0,0,212698,1179274,5660,5660,64026,111983,1422782,6881,60518,77,318434,354566,673000,690344,690344,4233,85951,286208,-18778,962007,962480,1635480,173582,466109,310978,310978,155131,155131,66656,88475,261,1481,2282,31,804,7829,2088,998,89473,18061,71412,71412,-9301,62111,71428,62127,1.03,69034,71428,1.03,69196,91561,271313,68784,89473,178424,1328,2088,-261,2304,0,0,-8798,261,-27359,435,241187,-157629,-5130,-185208,-63070,-7605,142716,135111,135111,0,73,75663,178424,1328,16.42,13.09,3.79,58.21,33.28,33.28,19.2,15.32,0.21,14.76,232.73,6.5,14.3,16.23,75.74,13.94,1,6.75,1.28,1.3,0.9,1.3,1.03,-39.13,-51.26,-51.58,-55.29,-56.07,-0.16,-7.31,-4.42,66.8,64.14,2.86,41.15,58.85,106.58,345206,-105736,4.48,10.53,0.28,34.66,0.4,0.47,33.75,0,57447,1.38,1.38
3011,今皓,2021,28,電子零組件,0,勤業眾信聯合會計師事務所,1,Y,1,52.44,52.81,43.67,58.74,102.46,9.06,-5.65,174.25,4.24,2045413,4.08,7.64,8.96,-1.47,19.22,5.63,-7.89,382631,627483,27480,349301,15333,1505927,280174,31873,31873,4856,128816,539486,505374,54436,83068,923944,111179,1035123,1127192,1127192,226697,-482931,-241316,-102283,1010290,1010290,2045413,1574747,1574747,1452643,1452643,122104,122104,211078,-88974,1942,0,21777,8549,173967,2319,4775,191130,102156,26942,75214,66929,-16037,50892,66929,50892,0.59,112719,66929,0.59,112719,106931,141665,-93723,102156,34734,0,4775,-1942,-150098,-24904,14639,13554,0,193,11786,-165179,-14579,0,209338,134539,170320,212311,382631,382631,202249,61,218327,34734,0,-1.41,-3.21,2.63,9,7.75,7.75,6.49,4.25,12.14,-5.95,57.85,-5.71,13.4,13.86,-17.88,8.96,-0.83,13.97,-0.79,0.91,0.45,0.91,0.59,5.63,6.75,201.24,183.44,-9.05,12.08,5.3,8.61,162.99,122.08,6.04,50.61,49.39,360.59,-191568,581983,96.68,2.82,0.81,129.33,5.24,1.6,145.44,88.59,-57077,0.79,0.79
3018,隆銘綠能,2021,31,其他電子業,1,冠恒聯合會計師事務所,0,Y,1,35.91,46.85,40.62,25.76,463.03,-29.22,-6.88,-359.67,304.83,1523542,-18.54,-78.68,3.7,-2.43,-0.89,-62.32,-15.23,162296,359214,6240,535,17964,1095932,162558,56680,56680,41038,67579,427610,462362,52875,4425,832989,419957,1252946,731471,731471,44723,-505260,-505260,-338,270596,270596,1523542,1618649,1618649,1564243,1564243,54406,54406,165835,-111429,404,942,1570,-64685,-19861,11069,11716,-102290,-213719,96465,-310184,-310184,-1115,-311299,-305978,-307497,-4.18,73147,-305978,-4.18,73147,-202003,-148895,-357910,-213719,43416,9692,11716,-404,6433,1057,-17326,79669,411,-323,-4664,-177475,-2159,-9118,170608,145721,140842,21454,162296,162296,0,116,172908,43416,9692,-12.12,-18.86,-19.18,-9.2,3.36,3.36,-13.2,-19.16,-6.32,-22.11,32.81,-11.1,10.25,10.68,-21.31,3.7,-4.84,22.13,-1.52,-2.92,-4.26,-2.92,-4.18,-62.32,-84.06,-168.28,-359.67,-426.11,-11.52,-47.75,-14.25,131.57,86.04,-3.89,82.24,17.76,404.06,188852,262943,132.95,4.45,1,82.01,9.12,4.11,81,49.86,-391085,1.33,1.33
3045,台灣大,2021,27,通信網路業,0,勤業眾信聯合會計師事務所,1,Y,1,79.06,75.32,83.57,76.9,160.63,44.28,10.28,3.48,20.44,190982527,7.1,17.66,23.28,10.73,17.5,-0.23,45.62,15402025,7764488,2734657,6440116,182127,38652038,43439740,709744,709744,4145226,15796772,152330489,11957009,11000399,3089429,59486772,58218757,117705529,35135201,35192336,16903239,11028726,44978937,-1823415,65533753,73276998,190982527,156109533,156109533,124734936,124734936,31374597,31374597,16005557,16053041,56370,6534,81768,1297,94260,550256,627813,-471466,15581575,2756366,12825209,12825209,667222,13492431,10988165,11662701,3.9,2814930,10992900,3.89,2824820,16209388,34685744,12721597,15581575,12286609,6189747,627813,-56370,-619360,-673852,2170489,871255,13132,-2260978,-1616620,30195542,-10875381,-58808,-9638497,-15932014,4624234,10777791,15402025,15402025,6430041,3770,9631162,12286609,6189747,18.42,14.91,7.19,22.22,20.1,20.1,9.98,8.22,-0.3,8.15,196.02,20.56,10.25,6.17,50.76,23.23,3.87,55.46,5.7,5.54,4.79,5.54,3.9,-0.23,-0.02,0.8,3.48,0.53,3.47,1.79,0.88,64.98,43.99,4.71,61.63,38.37,274.66,55743304,-20834734,19.38,20.03,0.83,18.22,3.63,2.15,41.72,18.84,14821393,2.22,2.22
3138,耀登,2021,27,通信網路業,0,安侯建業聯合會計師事務所,1,Y,1,49.24,51.4,55.54,41.58,67.04,67.56,10.83,155.32,3.32,2298248,13.97,22.52,28.34,4.13,27.73,28.14,33.2,667762,338288,85524,315300,13338,1513723,558897,25592,25592,45590,119305,784525,265493,213080,14287,615638,306763,922401,467217,467217,384651,422371,498372,-25931,1324309,1375847,2298248,1432826,1432826,827467,827467,605359,605359,450232,155127,3000,49558,54595,-2649,108713,1295,2772,160536,315663,30334,285329,285329,-10103,275226,275969,266195,5.96,46295,275969,5.91,46688,318435,401772,183798,315663,78862,4475,2772,-3000,-65444,-132842,112178,93117,3121,-32926,-46434,191132,-400205,1548,-326155,136564,-1018,668780,667762,667762,282340,110,392459,78862,4475,14.59,12.28,13.38,28.04,42.25,42.25,22.03,19.91,11.2,12.83,134.45,8.51,31.42,27.39,31.05,28.34,3.73,30.67,3.32,6.82,5.95,6.76,5.91,28.14,55,119.33,155.32,68.1,26.47,18.83,9.52,245.88,177.31,0.96,40.13,59.87,280.17,-477762,898085,47.5,4.44,0.7,82.25,3.23,1.13,86.18,139.65,-207689,4.67,4.67
3176,基亞,2021,22,生技醫療,1,安永聯合會計師事務所,1,Y,1,55.13,49.97,57.97,53.14,27.6,81.53,20.12,226.36,2.55,8199494,15.13,19.6,17.18,3.73,537.17,867.7,56.62,2144580,452435,6935,752874,256135,4918282,1995830,522175,522175,53950,247451,3281212,163936,308034,23855,1064905,708485,1773390,1393625,1393850,1108539,-52817,-52817,-55184,2394388,6426104,8199494,3922012,3922012,1370698,1370698,2551314,2552676,1763472,789204,3160,5363,450881,155,14216,13161,19068,347230,1136434,65733,1070701,1070701,-31518,1039183,-52614,-67355,-0.38,138970,-52614,-0.38,138970,1155502,1353930,1060027,1136434,165337,33091,19068,-3160,-294019,-429015,53935,118765,3081,-8370,-195615,518118,-142957,-12251,-910502,331353,-61995,2206575,2144580,2144580,404463,53,617906,165337,33091,18.72,17.2,14.48,34.52,65.05,65.09,28.98,27.3,8.85,27.03,144.68,14.35,44.96,15.75,48.65,17.18,-0.45,28.14,5.66,8.18,7.48,8.15,-0.38,873.25,186.52,229.14,226.36,222.56,33.27,42.82,30.74,461.85,325.09,1.76,21.63,78.37,345.56,-2206067,3853377,18.76,13.08,0.55,27.9,1.98,0.72,74.47,210.83,-639323,1.07,1.07
3363,上詮,2021,27,通信網路業,0,資誠聯合會計師事務所,1,Y,1,59.89,52.81,54.4,69.33,32.93,30.88,12.13,112.61,4.94,2327508,9.07,11.84,19.84,1.97,23.15,59.62,27.33,613560,466495,39241,363158,9983,1500553,450931,6478,6478,8002,218775,826955,264694,103939,3578,465879,110662,576541,882731,882731,554756,236682,484066,-170586,1750967,1750967,2327508,1976213,1988269,1531593,1533623,454646,454646,213371,241275,821,11400,13398,-4869,24057,1304,4158,31287,272562,70918,201644,201644,-46888,154756,201644,154756,2.31,87271,202155,2.27,89182,276720,378739,167168,272562,101715,304,4158,-821,-77654,-104394,49230,-2135,0,-20393,7046,171642,-28550,18976,178703,-145833,204690,408870,613560,613560,247187,295,403757,101715,304,15.24,11.16,6.85,19.05,22.87,22.87,13.71,10.14,1.57,8.41,213.08,13.44,10.73,20.31,36.84,19.84,1.89,22.52,2.73,3.12,1.77,3.09,2.28,59.62,189.06,173.5,112.61,188.79,6.26,5.77,5.13,322.09,240.26,2.03,24.77,75.23,388.3,-585448,1034674,47.38,4.68,0.88,78.01,4.05,1.17,85.64,87.8,132443,1.28,1.28
3419,譁裕,2021,27,通信網路業,1,勤業眾信聯合會計師事務所,1,Y,1,51.48,51.4,46.24,56.76,70.95,-3.35,-3.45,-155.63,5.18,2426342,-1.59,-2.74,11.76,-0.8,10.76,-5.04,-4.52,382310,577006,22383,324014,16005,1335441,765489,0,0,162,57073,1090901,377056,87271,2417,634929,372120,1007049,1204804,1204804,222863,-34467,83198,-94601,1416264,1419293,2426342,1580533,1580533,1304257,1304257,276276,276276,331097,-54478,3570,7712,17805,-921,-2921,4624,2968,14133,-40345,0,-40345,-40345,-3263,-43608,-39813,-43076,-0.33,120481,-39813,-0.33,120481,-37377,12241,-40345,-40345,46635,2983,2968,-3570,13334,-146147,35768,0,0,-367,4714,-96642,-161385,24008,-135382,74266,-162063,544373,382310,382310,178884,170,363611,46635,2983,0.51,0.07,-1.82,0.77,17.48,17.48,-2.55,-2.55,0.89,-2.55,83.44,-2.65,20.95,23.01,-15.22,11.76,-0.33,13.12,-0.45,-0.33,-0.36,-0.33,-0.33,-5.04,-15.57,-17.69,-17.69,-17.69,3.12,-6.82,-0.68,210.33,154.62,-7.82,41.5,58.5,231.58,119243,700512,63.48,2.73,0.66,133.63,2.22,1.07,133.25,94.08,-15828,1.48,1.48
3537,堡達,2021,28,電子零組件,0,安侯建業聯合會計師事務所,1,Y,1,53.67,43.63,50.32,63.36,91.96,49.61,9.3,41.4,9.56,2060857,11.38,20.5,20.04,2.55,9.47,23.11,54.82,162222,1173223,21019,402406,51062,1809932,214473,15064,15064,13616,18706,250925,389214,63387,103980,924985,62284,987269,535647,535647,105466,259896,464338,-31863,1073588,1073588,2060857,3156240,3156240,2634482,2634482,521758,521758,228091,293667,1478,100,1677,1357,-26234,3195,3347,-27922,265745,53232,212513,212513,-4716,207797,212513,207797,3.97,53565,212513,3.94,53982,269092,276923,212513,265745,7534,297,3347,-1478,-82422,-251440,140196,25980,1479,-36639,67346,136662,-1267,798,-3207,-159354,-29287,191509,162222,162222,410144,59,90784,7534,297,14.64,11.71,10.99,8.77,16.53,16.53,8.42,6.73,-0.88,6.73,228.75,15.76,7.23,2.88,14.77,20.04,3.97,58.92,5.48,4.96,3.88,4.96,3.97,23.11,26.95,40.67,41.4,41.4,19.75,7.39,3.4,195.67,146.65,1.56,47.91,52.09,502.79,164780,884947,146.76,2.79,1.67,130.91,14.6,3.04,146.22,55.7,163345,1.15,1.15
3564,其陽,2021,27,通信網路業,0,安侯建業聯合會計師事務所,1,Y,1,54.8,51.4,54.53,57.21,121.51,11.76,3.94,-16.05,2.45,2567901,2.32,3.87,19.61,-3.93,14.49,1.42,13.44,163526,614727,0,772979,61221,1614052,874473,24944,24944,14723,46166,953849,383578,115073,1833,952890,455717,1408607,591231,591231,445936,69507,120337,1790,1159294,1159294,2567901,2016727,2016727,1545972,1545972,470755,470755,391284,79471,302,242,1254,-177,-5213,4196,5955,-9914,69557,24940,44617,44617,2006,46623,44617,46623,0.75,59123,44617,0.75,59307,75512,120239,53233,69557,41069,3658,5955,-302,-111343,-289161,61393,20176,302,-4402,-35398,-232114,-486115,-585,-488725,705523,-14130,177656,163526,163526,209450,191,319440,41069,3658,6.05,4.4,2.19,5.96,23.34,23.34,3.45,2.21,-0.49,2.64,120.31,3.89,19.4,15.84,-24.36,19.61,0.9,34.11,1.34,1.18,0.79,1.18,0.75,1.42,-2.19,3.49,-16.05,-20.43,51.56,0.97,-0.09,169.38,81.84,12.06,54.85,45.15,181.74,670056,661162,119.7,3.61,0.95,101.21,3.16,1.75,111.26,183.85,-381839,1.03,1.03
3580,友威科,2021,31,其他電子業,0,勤業眾信聯合會計師事務所,1,Y,1,52.19,51.4,42.3,62.59,86.73,35.84,18.89,64.08,3.45,1452218,9.25,15.8,20.08,5.17,43.62,61.99,37,275852,275669,0,164367,34385,1173959,91114,20094,20094,3067,41033,278259,129454,78661,5187,364650,309847,674497,394707,394707,144343,212011,262865,-7637,777721,777721,1452218,773161,773161,485494,485494,287667,287667,141628,146039,9189,1795,10984,-5152,-10392,3240,5180,-4588,141451,25331,116120,116120,-3420,112700,116120,112700,3.02,38508,117089,2.9,40425,146631,205349,116120,141451,58668,50,5180,-9189,44037,-55592,18518,-4627,0,-12549,-21350,199165,-6607,0,-108779,74817,164736,111116,275852,275852,77348,128,247652,58668,50,15.79,12.86,8.66,26.56,37.21,37.21,18.3,15.02,-0.59,15.02,203.11,19.29,18.32,32.03,54.62,20.08,3,19.96,3.77,3.67,2.93,3.65,3,61.99,188.03,84.78,64.08,64.08,26.38,12.41,5.52,321.94,267.44,4.31,46.45,53.55,1174.58,-367050,809309,56.58,2.58,0.59,141.21,7.72,1.05,130.14,120.78,-89113,1.84,1.84
3663,鑫科,2021,31,其他電子業,0,勤業眾信聯合會計師事務所,1,Y,1,76.22,75.16,76.44,76.73,43.72,11.87,3.09,48.57,4.9,1683469,4.48,6.03,15.94,-0.4,25.22,11.1,12.61,113592,363120,18861,589088,132,1193209,230894,62697,62697,13475,138299,490260,34797,69384,985,395973,116159,512132,734980,734980,324681,84127,115336,-3660,1171337,1171337,1683469,3003192,3003192,2771410,2771410,231782,231782,139089,92693,1449,1284,4274,-277,-1693,3987,8536,-5438,87255,16944,70311,70311,-1451,68860,70311,68860,0.96,73498,70311,0.95,73674,95791,139576,66112,87255,38613,5172,8536,-1449,-16726,-42811,7038,-4704,0,4662,116,-29663,-6345,163375,100181,-99051,-28945,142537,113592,113592,47514,220,231760,38613,5172,7.86,6.27,4,4.65,7.72,7.72,2.91,2.34,-0.18,2.2,166.64,6.28,4.63,7.72,-7.49,15.94,0.9,40.86,1.26,1.19,0.94,1.19,0.96,11.1,32.19,44.33,48.57,47.65,-4.38,0.87,1,301.34,125.21,11.07,30.42,69.58,507.31,-44763,797236,81.29,8.5,1.74,42.95,12.31,2.57,44.13,84.98,107664,1.54,1.54
4105,東洋,2021,22,生技醫療,0,安侯建業聯合會計師事務所,1,Y,1,69.16,68.69,69.45,68.92,61.19,43.73,25.15,-15.95,1.71,9296465,8.98,13.89,20.78,5.05,7.43,6.27,45.87,2222253,1137753,13622,955011,1151,4749403,2497392,63723,63723,264933,430816,4547062,187268,522085,25467,3051579,477652,3529231,2486500,2486500,311876,1235223,2567549,-198070,5167855,5767234,9296465,4535610,4535610,1767630,1767630,2767980,2766553,1625901,1140652,6309,351,23940,-189645,-193411,18985,18985,-53272,1087380,264811,822569,822569,-95925,726644,831894,745121,3.35,248650,831894,3.34,249059,1106365,1273646,827451,1087380,145448,21833,18985,-6309,-118199,155118,172098,24968,6375,-220223,9107,1256341,-60315,-43144,-168779,-1044128,-1477,2223730,2222253,2222253,478225,576,1032301,145448,21833,13.71,10.47,7.79,28.08,61.03,61,23.97,18.14,-1.17,18.24,170.24,15.72,35.85,22.76,41.17,20.78,3.37,18.24,4.59,4.37,2.92,4.37,3.35,6.12,19.14,-9.5,-15.95,-16.01,-0.69,-5.11,-1.58,155.64,112.29,2.27,37.96,62.04,231.1,-152061,1697824,36.29,4.18,0.49,87.36,1.78,0.77,91.56,203.42,1481586,2.07,2.07
4142,國光生,2021,22,生技醫療,0,資誠聯合會計師事務所,1,Y,1,51.67,49.97,48.01,59.4,24.52,0.33,-3.02,-98.81,2.91,8010087,0.32,0.22,14.32,-1.12,-4.03,-1,-1.26,2652017,99638,0,505878,25664,3795998,3432944,228025,228025,12250,177333,4214089,5882,214439,5060,297040,1280505,1577545,4295078,4295078,855120,832550,944837,53787,6148822,6432542,8010087,1793776,1793776,1176916,1176916,616860,616860,670951,-54091,4597,5329,86622,-3463,-3558,28002,14688,68376,14285,0,14285,14285,-14785,-500,43066,28281,0.1,429508,43066,0.1,429602,28973,254886,14274,14285,201056,24857,14688,-4597,9805,-203830,-17576,-52654,4631,0,-91051,-480517,-844087,2340,-728838,-222892,-1435446,4087463,2652017,2652017,44281,518,520149,201056,24857,3.09,2.51,-0.01,14.21,34.39,34.39,0.8,0.8,3.81,0.8,91.94,-0.77,37.4,29,-161.77,14.32,0.1,4.18,-0.13,0.03,0,0.03,0.1,-1,-109.54,-98.81,-98.81,-98.81,-5.47,-2.96,-14.05,1277.94,1006.82,56.42,19.69,80.31,224.26,-1583710,3498958,9.41,17.13,0.22,21.3,0.62,0.27,48.23,246.33,418315,2.56,2.56
4529,淳紳,2021,20,其他,1,信永中和聯合會計師事務所,0,Y,1,45.18,51.97,56.85,30.94,34.79,-60.21,-3237.42,-95.97,2.66,1579210,-41.02,-57.69,13.84,-0.83,-59.71,-236.11,-12.2,29327,75,472,2436,807,222228,151059,0,0,676,10153,1356982,28,55983,457,236786,170855,407641,845934,845934,14546,-500856,-500856,810880,1170504,1171569,1579210,3188,3188,8974,8974,-5786,-5786,97423,-103209,17,503,520,-134,-80079,6028,6221,-406099,-509308,0,-509308,-509308,1067062,557754,-499856,567211,-6.09,82109,-499856,-6.09,82109,-503087,-493573,-427997,-509308,8944,570,6221,-17,-75,-830,14,19280,1,0,847,-68311,-4241,100,77382,15602,23143,6184,29327,29327,3034,25,63880,8944,570,-33.53,-33.79,45.36,-15482.2,-181.49,-181.49,-15975.8,-15975.8,-12738.4,-13425.3,-5.94,-37.24,3055.93,2003.76,-28.85,13.84,-4.95,0.04,-1.22,-6.2,6.79,-6.02,-5.91,-236.11,33.47,-95.97,-95.97,-61.49,79.49,97.18,-28.46,93.85,12.62,-1.23,25.81,74.19,813.45,204293,-14558,0.21,85.01,0,4.29,0.02,0,8.59,141.85,-682425,0.83,0.83
4760,勤凱,2021,31,其他電子業,0,安侯建業聯合會計師事務所,1,Y,1,46.46,51.4,45.18,44.64,70.91,76.92,14.09,48.36,5.13,1423683,16.13,28.07,27.5,4.02,42.93,37.46,75.63,275613,547082,54,293844,1461,1136419,218636,511,511,3510,14254,287264,104139,28512,0,587012,3690,590702,323149,323149,224076,286091,323633,19364,832981,832981,1423683,1734567,1734567,1382813,1382813,351754,351754,107357,244397,62,125,1073,0,8902,5651,5797,4178,248575,47450,201125,201125,18842,219967,201125,219967,6.7,30020,202260,6.6,30626,254372,275815,198740,248575,21094,349,5797,-49,-63901,-48225,-6649,2006,49,-43942,11069,120566,-24937,11367,3215,67003,190743,84870,275613,275613,153042,97,68877,21094,349,21.44,17.29,17.25,15.9,20.28,20.28,14.33,11.6,0.24,11.46,327.65,20.18,6.19,3.97,20.54,27.5,6.56,57.26,8.07,8.28,7.33,8.21,6.64,37.46,47.97,48.68,48.36,53.3,26.31,38.84,5.94,193.59,140.57,2.82,41.49,58.51,380.99,137885,549407,100.95,3.37,1.36,108.45,8,2.42,115.12,77.55,121264,2.42,2.42
4904,遠傳,2021,27,通信網路業,1,勤業眾信聯合會計師事務所,1,Y,1,71.63,71.14,83.88,59.71,165.57,34.01,12.14,9.35,19.35,175543581,5.6,13.75,19.99,10.84,7.32,-1.91,31.8,4645674,8902323,9889,3072540,169373,26174565,40142014,885312,885312,5121123,14010119,149369016,6773493,6750850,1136756,33398206,76044595,109442801,32585008,32585008,2389840,9149448,30995246,-834378,65135716,66100780,175543581,85320008,85320008,59882004,59882004,25438004,25438004,15295563,10361121,44480,0,132279,70497,1176469,608188,677354,719664,11080785,1846904,9233881,9233881,-710716,8523165,9123795,8413094,2.8,3258501,9123795,2.8,3262303,11758139,29566939,8105191,11080785,11624589,6184211,677354,-44480,-1044631,57735,386460,42817,42410,-2024081,-270389,35315268,-11456692,-107738,-11555281,-24827125,-1068201,5713875,4645674,4645674,2538589,5494,7055104,11624589,1090647,16.3,13.12,4.88,34.65,29.81,29.81,12.99,10.82,0.84,9.5,166.31,16.44,17.93,8.27,105.74,19.99,2.45,26.18,3.18,3.4,2.62,3.4,2.8,-1.91,-6.13,8.72,9.35,-11.27,1.22,-3.15,1.02,78.37,46.86,6.93,62.35,37.65,297.56,56876355,-7223641,18.12,10.03,0.49,36.37,2.18,1.27,75.17,18.72,25882540,1.56,1.56
5355,佳總,2021,28,電子零組件,0,正風聯合會計師事務所,0,Y,1,45.05,51.4,38.12,47.98,59.69,-3.72,-18.38,-1143.27,6.25,2103270,-4.7,-7.85,7.79,-0.9,3.27,-26.05,-7.37,679710,166797,9367,128876,4912,1628616,382031,39701,39701,2328,46431,474654,91280,105217,4960,705717,80448,786165,1661228,1661228,0,-336383,-336383,-30576,1294269,1317105,2103270,670044,665878,696900,696900,-31022,-31022,91394,-122416,1094,377,2050,-425,66085,7362,7554,60581,-61835,45747,-107582,-107582,-856,-108438,-112063,-112919,-0.67,166123,-112063,-0.67,166123,-54281,-16321,-186793,-61835,36793,1167,7554,-1094,-4607,-34852,-11141,2390,1381,-1763,1652,-149075,-59586,-321,759961,-480782,128756,550954,679710,679710,39018,374,246897,36793,1167,-4.42,-6.96,-5.02,-2.45,-4.66,-4.66,-9.29,-16.16,9.1,-28.05,-33.94,-8.26,13.73,37.08,-21.12,7.79,-1.15,4.01,-0.74,-0.37,-0.65,-0.37,-0.67,-26.05,2.27,-1574.72,-1143.27,-31.85,-5.25,-7.61,-5.44,230.77,153.24,-7.44,37.38,62.62,358.3,-829855,922899,22.45,4.08,0.31,89.54,1.8,0.49,91.43,79.91,-235608,0.62,0.62
