代號,名稱,取樣年 T-1,TSE 產業別,TSE新產業_名稱,是否違約,會計師事務所,是否為四大,是否投保董監責任險(Y/N),是否投保董監責任險,TESG分數,環境構面分數,社會構面分數,公司治理構面分數,總負債/總淨值,稅前純益/實收資本,營業利益率,稅後淨利成長率,存貨週轉率（次）,資產總額,ROA稅後息前,ROE稅後,每股淨值,每股現金流量,營收成長率,營業毛利成長率,營業利益/實收資本比,  現金及約當現金,  應收帳款及票據,  其他應收款,  存貨,  其他流動資產,流動資產,  不動產廠房及設備,    遞延所得稅資產,  遞延資產合計,    其他非流動資產－其他,  其他非流動資產,非流動資產,  應付帳款及票據,  其他應付款,  其他流動負債,流動負債,非流動負債,負債總額,    普通股股本,  股本,  資本公積合計,    未分配盈餘,  保留盈餘,  其他權益,母公司股東權益合計,股東權益總額,負債及股東權益總額,  營業收入毛額,營業收入淨額,  銷貨成本,營業成本,營業毛利,已實現銷貨毛利,營業費用,營業利益,  利息收入,  其他收入－其他,其他收入,  其他利益及損失－其他,其他利益及損失,  利息支出(不含租賃負債),財務成本,營業外收入及支出,稅前淨利,所得稅費用,繼續營業單位損益,合併總損益,其他綜合損益－OCI,本期綜合損益總額,歸屬母公司淨利（損）,綜合損益歸屬母公司,每股盈餘,加權平均股數,稀釋稅後淨利,每股盈餘－完全稀釋,加權平均股數－稀釋,稅前息前淨利,稅前息前折舊前淨利,常續性稅後淨利,  稅前淨利－CFO,  折舊－CFO,  攤提－CFO,  利息支出－CFO,  利息收入－CFO,  應收帳款（增加）減少－CFO,  存貨（增加）減少－CFO,  應付帳款增加（減少）－CFO,  其他應付款增加（減少）－CFO,  利息收現－CFO,  退還（支付）所得稅－CFO,  調整項（出貨）－CFO,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI,  其他金融資產（增加）減少－CFI,投資活動之現金流量,籌資活動之現金流量,本期產生現金流量,期初現金及約當現金,期末現金及約當現金,  資產負債表帳列現金,商品及製成品,員工人數-母公司,用人費用合計,折舊合計,攤銷合計,ROA(C)稅前息前折舊前,ROA稅後息前折舊前,ROA－綜合損益,稅前息前折舊前淨利率,營業毛利率,已實現銷貨毛利率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,現金流量比率,每股淨值(F)－TSE公告數,常續性EPS,每股營業額,每股營業利益,每股稅前淨利,每股綜合損益,季底每股稅前淨利,季底每股稅後淨利,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,負債比率,淨值/資產,長期資金適合率(A),淨負債,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,固定資產週轉次數,淨值週轉率（次）,季底收款天數,季底售貨天數,自由現金流量(D),Tobins Q,Tobins Q (A)
6101,寬魚國際,2016,32,文化創意業,0,資誠聯合會計師事務所,1,Y,1,55.64,56.2,60.54,47.37,104.6,-21.35,-103.07,23.43,6.32,1039577,-14.03,-29.96,7.28,0.84,-73.27,77.04,-18.48,23629,9714,12185,2992,2329,83162,218848,0,0,401248,401248,956415,117,5232,9986,15335,516131,531466,698268,698268,28645,-330812,-327510,108708,508111,508111,1039577,125196,125196,157192,157192,-31996,-31996,97042,-129038,2280,4940,7353,-514,-17361,10066,10066,-20074,-149112,-187,-148925,-148925,42191,-106734,-148925,-106734,-2.14,69554,-148925,-2.14,69554,-139046,-50820,-133253,-149112,4844,83382,10066,-2280,109524,43751,-34560,-37034,2280,-66,7033,58200,-955,-390352,-297164,239094,1091,22538,23629,23629,11226,24,22050,4844,83382,-3.51,-5.16,-10.65,-40.59,-25.56,-25.56,-119.1,-118.95,-16.03,-106.44,-32.97,-22.39,77.51,17.61,379.52,7.28,-1.91,1.79,-1.85,-2.14,-1.53,-2.14,-2.13,77.04,43.71,9.8,23.43,51.34,7.79,4.51,9.78,542.3,308.11,-7.16,51.12,48.88,468.02,490782,67827,2.5,1.62,0.12,225.14,0.54,0.25,28.32,7.09,135812,1.8,1.8
6184,大豐電,2016,20,其他,0,資誠聯合會計師事務所,1,Y,1,60.01,51.51,64.48,59.1,97.06,-15.71,-10.74,-199.04,13.77,9078516,-2.38,-5.61,26.55,3.12,-1.57,-58.29,-11.16,2509622,140032,4858,54131,7550,2773578,2968988,1476,1476,36507,36507,6304938,401865,79138,11804,1472976,2998447,4471423,1582306,1582306,2476922,-40781,314498,0,3937456,4607093,9078516,1514653,1645382,1335364,1335364,310018,310018,486667,-176649,6631,9646,59144,646,-59314,66122,71718,-71888,-248537,19021,-267558,-267558,-904,-268462,-185616,-186520,-1.25,148312,-185616,-1.25,148312,-176819,233618,-207663,-248537,361710,48727,66122,-6631,-22665,27794,230570,-65482,6631,-52196,7672,462679,-716756,46,-653971,677271,485979,2023643,2509622,2509622,54131,90,206237,361710,48727,3.35,2.2,-3.07,14.2,18.84,18.84,-15.11,-16.26,-4.37,-12.62,63.7,-3.3,29.58,12.53,31.41,26.55,-0.85,11.09,-1.19,-1.68,-1.81,-1.68,-1.25,-58.29,-158.61,-170.14,-199.04,-184.67,7.84,-6.45,-4.57,188.3,180.21,-34.47,49.25,50.75,253.55,1056264,1300602,4.21,12.78,0.19,28.55,0.59,0.35,31.06,14.8,-1849081,0.96,0.96
6241,易通展,2016,27,通信網路業,0,立本台灣聯合會計師事務所,0,Y,1,54.7,45.27,53.5,61.86,11.57,-6.8,-13.55,24.25,2.81,252972,-6.01,-6.85,9.56,-2.23,20.31,13.69,-9.33,135177,36778,1086,47285,234,248211,1897,2005,2005,642,642,4761,16473,8859,834,26166,63,26229,237173,237173,0,-22494,-7626,-2804,226743,226743,252972,163235,163235,126379,126379,36856,36856,58975,-22119,857,1438,2295,4876,3707,0,0,6002,-16117,216,-16333,-16333,-6922,-23255,-16333,-23255,-0.69,23717,-16333,-0.69,23717,-16117,-10587,-17503,-16117,5132,398,0,-857,-21647,-4708,-13874,539,857,-86,1363,-52985,-273,-300,1091,0,-51936,187113,135177,135177,1465,61,48439,5132,398,-4.32,-4.75,-8.55,-6.49,22.58,22.58,-9.87,-10.01,3.68,-10.72,62.49,-9.16,36.13,29.67,-202.5,9.56,-0.74,6.88,-0.93,-0.68,-0.98,-0.68,-0.69,13.69,15.3,10.95,24.25,22.91,-13.05,-9.3,0.94,948.6,757.09,0,10.37,89.63,11952.7,-160237,222045,37.07,6.29,0.6,58.04,36.34,0.68,82.24,137.68,6464,1.38,1.38
6294,智基,2016,32,文化創意業,0,資誠聯合會計師事務所,1,N,0,52.33,51.51,55.65,47.63,112.18,107.56,28.41,73.91,88.32,952381,24.95,58.1,22.15,12.57,11.33,45.67,107.07,610449,5470,203,4867,0,680011,38388,16902,16902,28750,28750,272370,3354,90910,0,503532,0,503532,202620,202620,0,231811,246229,0,448849,448849,952381,763672,763672,420651,420651,343021,343021,126084,216937,1205,197,1960,-313,-961,0,0,999,217936,1412,216524,216524,0,216524,216524,216524,10.69,20262,216524,10.6,20433,217936,240840,217172,217936,22904,0,0,-1205,-98,-208,-6769,20160,1205,-119,0,254708,-24734,-52226,-91948,-64163,98597,511852,610449,610449,4867,395,240384,22904,0,27.83,27.22,24.95,31.54,44.92,44.92,28.54,28.35,0.13,28.44,272.06,33.76,16.51,31.48,50.58,22.15,10.72,37.69,10.71,10.76,10.69,10.76,10.69,45.67,75.74,75.05,73.91,73.92,21.59,51.39,11.42,135.05,122.36,0,52.87,47.13,1169.24,-610449,176479,2.3,140.87,0.88,2.59,20.52,2.05,2.61,4.22,82270,2.53,2.53
6464,台數科,2016,20,其他,1,安侯建業聯合會計師事務所,1,Y,1,64.3,69.94,66.8,56.16,50.17,71.36,30.6,-14.4,100.26,9739910,7.65,10.62,54.18,10,-1.7,-8.32,73.33,2313783,162990,9584,15271,3111,2571105,1828841,73695,73695,187177,195583,7168805,184900,439867,7184,2379363,874565,3253928,1243670,1243670,4184671,1239298,1828985,-122420,6450533,6485982,9739910,2980159,2980159,1471484,1471484,1508675,1508675,596672,912003,7138,23482,39747,-31199,-30305,36366,36366,-24485,887518,153200,734318,734318,-114085,620233,734076,621061,6.09,120443,734076,6.09,120530,923884,1354073,733424,887518,427384,2805,36366,-7138,45115,-2154,12662,21763,6921,-176822,-11995,1204497,-596527,-40637,-713386,-1152720,-661609,2975392,2313783,2313783,15271,51,531152,427384,2805,13.55,11.22,6.21,45.44,50.62,50.62,29.78,24.64,-0.82,24.61,252.85,19.67,20.02,17.82,50.62,54.18,6.16,25.03,7.66,7.37,5.15,7.45,6.17,-8.32,-15.13,-14.4,-14.4,-14.02,-4.89,-11.75,-0.56,108.06,105.37,4.76,33.41,66.59,386.59,-663483,191742,2.75,16.08,0.3,22.7,1.72,0.43,19.96,3.79,2422098,1.76,1.76
6465,威潤,2016,27,通信網路業,0,資誠聯合會計師事務所,1,Y,1,48.32,45.27,49.67,48.89,12.05,25.93,18.85,-18.91,4.06,432782,12.01,13.43,16.92,0.6,-8.65,-10.23,21.02,191403,6353,1754,32238,144754,416551,4944,836,836,7635,7635,16231,11143,21519,89,46291,235,46526,243697,243697,181204,56233,74541,0,386256,386256,432782,275542,271717,116991,116991,154726,154726,103506,51220,2402,490,5987,-42,5978,0,0,11965,63185,6952,56233,56233,0,56233,56233,56233,2.4,23392,56233,2.39,23494,63185,65565,49615,63185,1418,962,0,-2402,-2374,-6776,-2195,4948,2378,-13620,6343,14128,-4519,-53717,-59932,-130915,-176719,368122,191403,191403,6442,68,65005,1418,962,12.59,11.02,12.01,24.13,56.94,56.94,23.25,20.7,4.4,18.26,149.49,11.65,38.09,23.92,30.52,16.92,2.17,11.9,2.24,2.7,2.4,2.77,2.46,-10.23,-35.14,-24.46,-18.91,-28.58,-14.09,-14.38,-2.45,899.85,510.34,0,10.75,89.25,7812.62,-228135,370260,9.99,52.41,0.58,6.96,78.18,0.65,9.37,101.4,125390,3.65,3.65
6530,創威,2016,27,通信網路業,0,勤業眾信聯合會計師事務所,1,-,0,48.96,45.27,45.76,54.5,19.59,13.02,9.32,-11.46,4.22,501144,6.54,7.7,13.97,0.93,3.87,0.45,12.08,314547,67918,1062,61968,0,494714,2983,2392,2392,1000,1000,6430,51711,25321,121,81842,262,82104,300000,300000,81162,34290,37878,0,419040,419040,501144,395270,388654,284751,284751,103903,103903,67669,36234,2095,0,2095,95,743,0,0,2838,39072,6868,32204,32204,-205,31999,32204,31999,1.07,30000,32204,1.06,30312,39072,41301,31858,39072,2006,223,0,-2095,-15614,11066,20848,-1516,2095,-11184,-527,27759,-1395,100248,98633,-30000,96392,218155,314547,314547,16420,117,78848,2006,223,8.32,6.85,6.5,10.63,26.73,26.73,10.05,8.29,0.73,8.2,153.55,7.89,17.41,20.29,33.92,13.97,1.06,12.96,1.21,1.3,1.07,1.3,1.07,0.45,-8.66,-11.77,-11.46,-14.93,3.6,0.49,-1.21,604.47,515.19,0,16.38,83.62,14047.6,-352664,412872,31,6.47,0.79,56.45,118.19,0.93,63.78,80.17,30443,0.87,0.87
8227,巨有科技,2016,24,半導體,0,勤業眾信聯合會計師事務所,1,-,0,49.48,45.27,50.53,51.1,29.56,-5.46,-7.12,-339.81,6.66,392190,-3.67,-4.81,9.12,-1.31,9,-10.91,-5.89,62958,24789,1004,33438,138,250000,130887,9848,9848,739,739,142190,35615,16214,761,77576,11913,89489,331930,331930,0,-30665,-30665,1436,302701,302701,392190,274284,274284,191603,191603,82681,82681,102218,-19537,1008,0,1008,56,535,120,120,1423,-18114,-3200,-14914,-14914,-410,-15324,-14914,-15324,-0.45,33193,-14914,-0.45,33193,-17994,-12447,-15648,-18114,5308,239,120,-1008,-13579,-13354,-1388,-366,617,-180,-2384,-43482,-290,681,-3614,-3512,-52624,115582,62958,62958,29541,65,82422,5308,239,-3.26,-2.71,-3.79,-4.54,30.14,30.14,-6.6,-5.44,0.52,-5.71,80.89,-7.08,37.27,30.05,-56.05,9.12,-0.47,8.26,-0.59,-0.55,-0.46,-0.55,-0.45,-10.91,-248.56,-349.64,-339.81,-955.16,-5.64,-4.82,-5.2,322.26,270.7,-0.81,22.82,77.18,233.16,-179045,172424,19.24,15.32,0.68,23.82,2.06,0.88,32.99,70.69,5164,0.78,0.78
8463,潤泰材,2016,20,其他,0,資誠聯合會計師事務所,1,Y,1,54.67,51.89,68.14,48.32,96.67,15.6,8.45,1.95,6.56,4727921,4.29,8,16.03,2.5,-13.93,0.2,16.43,258379,581990,1245,455554,87944,1540227,2867645,16292,16292,22377,22377,3187694,558072,189746,11094,1185029,1138887,2323916,1500000,1500000,656157,201387,274273,-26425,2404005,2404005,4727921,2915893,2915893,2481303,2481303,434590,434590,188131,246459,1786,272,4777,-1187,514,17773,17773,-12482,233977,43045,190932,190932,-8820,182112,190932,182112,1.27,150000,190932,1.27,150129,251750,427413,190932,233977,148401,27262,17773,-1786,58993,-154727,74394,8407,1963,-38317,-10675,374990,-117735,-35190,-183681,-357624,-166315,424694,258379,258379,74178,307,325665,148401,27262,8.91,7.32,3.8,14.66,14.9,14.9,8.02,6.55,-0.43,6.55,231,5.53,6.45,11.17,31.64,16.03,1.27,19.44,1.64,1.56,1.21,1.56,1.27,0.2,-1.76,-2.39,1.95,-0.84,-2.9,1.35,0.3,129.97,71.02,8.64,49.15,50.85,122.89,1261582,355198,43.16,4.75,0.61,76.9,1.01,1.22,72.85,85.71,316145,0.87,0.87
8905,裕國,2016,20,其他,0,安侯建業聯合會計師事務所,1,N,0,43.72,58.27,33.58,41.85,38.16,40.87,18.86,594.78,1.03,3792886,11.41,17.75,20.95,7.57,51.91,202.26,44.92,175803,213530,12386,2159768,1626,2779370,975193,4976,4976,12123,32347,1013516,117890,64862,6097,882758,164773,1047531,1194400,1194400,232458,479374,1018890,6573,2415501,2745355,3792886,2487863,2845330,1878180,2134000,711330,711330,174792,536538,1179,0,13425,-45499,-43871,18387,17997,-48443,488095,36192,451903,451903,-12443,439460,363526,354054,3.15,115317,363526,3.15,115584,506092,556266,451781,488095,50174,0,17997,-1177,19778,-158143,-86528,32105,1136,-74446,-1525,872388,-7430,-4009,-22231,-808424,41733,134070,175803,175803,26015,203,209643,50174,0,13.6,12.43,10.74,19.55,25,25,17.15,15.88,-1.7,15.88,406.96,13.72,6.14,7.37,98.83,20.95,3.15,24.67,4.65,4.23,3.81,4.23,3.15,202.26,479.85,316.41,594.78,958.95,-13.56,16.99,8.54,314.85,61.75,3.86,27.62,72.38,294.3,373125,1896612,86.45,12.73,0.7,28.66,2.86,1.12,27.39,374.57,230108,0.69,0.69
8908,欣雄,2016,23,油電燃氣業,0,安永聯合會計師事務所,1,N,0,51.24,49.66,50.29,52.89,105.88,16.82,4.96,-3.42,32.16,3781170,5.6,11.23,12.69,3.37,-7.91,1.21,16.92,442351,429366,0,125602,21022,1102771,2657284,5442,5442,12483,15673,2678399,419564,95719,8830,1592778,351821,1944599,1447190,1447190,3038,233972,386343,0,1836571,1836571,3781170,4931664,4931498,4568414,4568414,363084,363084,118240,244844,523,3025,3548,-334,14,6383,5033,-1471,243373,43677,199696,199696,-131,199565,199696,199565,1.38,144719,199696,1.38,144719,248406,508005,199348,243373,259599,0,5033,-523,-19996,-57800,13882,24540,523,-38480,27162,488325,-392329,0,-391910,-60291,36124,406227,442351,442351,487,123,108870,259599,0,13.94,11.5,5.48,10.3,7.36,7.36,4.94,4.05,-0.03,4.04,307.07,6.76,2.4,2.21,30.66,12.69,1.38,34.08,1.69,1.68,1.38,1.68,1.38,1.21,-4.91,-2.85,-3.42,-5.76,7.93,6.84,0.49,69.24,54.73,2.47,51.43,48.57,72.97,313548,-490007,30.22,11.76,1.35,31.04,1.94,2.77,31.78,10.04,171514,1.31,1.31
8917,欣泰,2016,23,油電燃氣業,0,勤業眾信聯合會計師事務所,1,N,0,54.56,49.66,51.3,59.91,106.92,17.14,13.14,12.73,31.79,3803377,4.82,9.45,15.04,4.96,-7.01,12.21,16.01,622410,164379,3358,41175,441,2012782,1605239,15505,15505,48933,163110,1790595,128912,130883,1110,1252590,712678,1965268,1222032,1222032,0,190672,593837,22240,1838109,1838109,3803377,1483165,1488826,1200528,1201271,287555,287555,91888,195667,10069,0,10847,2417,2996,0,0,13843,209510,37919,171591,171591,-4104,167487,171591,167487,1.4,122203,171591,1.4,122299,209510,342559,171012,209510,128777,4272,0,-10069,-23285,-103513,-7672,11318,9193,-33614,202679,606159,-181804,-247202,-454430,-107449,44280,578130,622410,622410,39,146,184088,128777,4272,9.61,7.91,4.71,23.01,19.31,19.31,14.07,11.53,0.93,11.49,312.94,6.41,6.17,12.36,48.39,15.04,1.4,12.18,1.6,1.71,1.37,1.71,1.4,12.21,13.81,14.06,12.73,12.46,14.81,2.53,0.9,160.69,89.74,0,51.67,48.33,114.51,-956316,760192,11.18,9.74,0.42,37.48,0.97,0.82,40.3,12.51,59008,1.57,1.57
8927,北基,2016,23,油電燃氣業,1,安侯建業聯合會計師事務所,1,-,0,40.54,37.86,34.38,47.72,75.63,2.76,1.54,474.22,49,3578037,2.06,2.92,10.56,0.84,6.95,40.2,2.9,142776,21946,1602,88072,5875,290459,2904315,10541,10541,147035,199642,3287578,345370,79515,30033,1056940,483831,1540771,1918332,1918332,74406,-53397,33843,0,2026581,2037266,3578037,3616499,3616499,3069595,3069595,546904,546904,491292,55612,1435,8893,24701,-12151,-12454,14643,14643,-2614,52998,-5766,58764,58764,-707,58057,57411,56704,0.3,191833,57646,0.3,191833,67641,129446,59067,52998,38149,23656,14643,-1435,-4376,-50865,43075,17166,1435,-1228,40377,161091,-236942,9677,-329790,160206,-8493,151269,142776,142776,87264,637,231842,38149,23656,3.77,3.56,1.69,3.58,15.12,15.12,1.47,1.62,-0.07,1.63,111.32,1.8,13.58,6.41,15.24,10.56,0.3,18.85,0.29,0.28,0.3,0.28,0.3,40.2,224.97,554.65,474.22,236,8.46,2.71,2.42,27.48,15.74,20.65,43.06,56.94,86.67,937224,-766481,5.4,183.04,1.05,1.99,1.29,1.8,2.21,11.17,10755,0.82,0.82
8931,大汽電,2016,23,油電燃氣業,0,勤業眾信聯合會計師事務所,1,Y,1,37.7,28.28,42.89,44.29,72.56,9.55,9.13,6.24,7.78,2893189,3.62,5.6,14.4,0.72,-2.42,11.63,10.3,459765,171288,0,207252,50,908421,1537459,3437,3437,21130,52479,1984768,51493,107492,2063,483787,732791,1216578,1164332,1164332,0,308656,506307,5972,1676611,1676611,2893189,1313872,1313872,1079078,1079078,234794,234794,114824,119970,260,987,3448,0,45,12743,12239,-8746,111224,18540,92684,92684,-4611,88073,92684,88073,0.8,116433,92684,0.8,116545,123463,269735,92684,111224,143818,2454,12239,-260,-21738,-140183,6160,-5137,0,-16017,108,83480,-54745,349,-52435,8155,39200,420565,459765,459765,3422,151,168845,143818,2454,9.51,7.9,3.1,20.53,17.87,17.87,8.47,7.05,-0.67,7.05,204.48,5.08,8.74,12.85,17.26,14.4,0.8,11.28,1.03,0.96,0.76,0.96,0.8,11.63,-1.81,-0.45,6.24,6.24,3.99,2.65,-1.24,187.77,134.66,11.9,42.05,57.95,156.24,558358,424634,22.58,8.15,0.46,44.79,0.84,0.79,47.58,70.3,-81315,1.23,1.23
9905,大華,2016,20,其他,0,勤業眾信聯合會計師事務所,1,N,0,48.78,43.23,40.03,59.51,37.34,23.31,9.54,-14.91,4.63,9599188,6.17,8.31,22.92,4.83,-10.92,-13.83,22.16,676085,1349532,44500,1258450,1303,5421551,3844726,29891,29891,1171,296999,4177637,1286554,249261,191697,2032801,576828,2609629,3050000,3050000,24431,1929694,3473049,442079,6989559,6989559,9599188,7085998,7085998,5937128,5937128,1148870,1148870,473037,675833,19692,13446,40589,-2188,-2328,3017,3017,35244,711077,123946,587131,587131,-278709,308422,587131,308422,1.93,305000,587131,1.92,305366,714094,1131944,575175,711077,416582,1268,3017,-19692,-49203,47085,374137,-21559,23162,-149179,150865,1474040,-652065,-420,-718758,-733914,-79849,755934,676085,676085,643966,394,526341,416582,1268,11.72,9.67,3.23,15.97,16.21,16.21,10.03,8.29,0.5,8.12,242.87,9.58,6.68,7.43,72.51,22.92,1.89,23.23,2.22,2.33,1.01,2.33,1.93,-13.83,-13.82,-17.52,-14.91,-10.26,0.91,-2.09,-0.67,266.7,191.43,0.51,27.19,72.81,181.8,-2273161,3388750,37.31,5.35,0.74,68.21,2.04,1,69.51,88.93,604622,0.78,0.78
9928,中視,2016,20,其他,1,安侯建業聯合會計師事務所,1,Y,1,62.91,51.51,67.71,63.58,841.81,-39.25,-45.8,6.41,72.72,4186851,-5.83,-47.93,6.29,-0.87,-17.84,13.57,-50.7,240266,99900,4063,14026,36530,562347,3072194,0,0,11586,506840,3624504,157929,126521,96113,3035563,706736,3742299,707246,707246,2065,-277101,-277101,12305,444515,444552,4186851,782845,782845,950245,950245,-167400,-167400,191139,-358539,766,10004,113951,0,-168,32863,32866,80917,-277622,165,-277787,-277787,7789,-269998,-277793,-270004,-3.93,70725,-277793,-3.93,70725,-244756,-56727,-278072,-277622,188029,0,32863,-766,37734,-1916,68145,-411,783,-165,-100062,-61857,-16985,14060,99044,-18478,18709,221557,240266,240266,14026,476,363199,188029,0,-1.33,-2.21,-6.29,-7.25,-21.38,-21.38,-35.46,-35.48,10.34,-35.52,-87.58,-9.6,24.42,46.39,-2.04,6.29,-3.93,11.07,-5.07,-3.93,-3.82,-3.93,-3.93,13.57,7.29,6.17,6.41,10.3,-4.94,-37.79,0.07,18.53,11.51,-13.12,89.38,10.62,14.47,2409494,-2473216,25.63,6.59,0.18,55.39,0.25,1.35,46.58,5.39,784810,0.8,0.8
9931,欣高,2016,23,油電燃氣業,0,正風聯合會計師事務所,0,Y,1,48.18,49.66,47.69,47.58,110.68,20.8,10.22,15.12,4.37,3599801,5.24,10.95,16.47,3.07,-13.33,-13.67,10.93,344170,134535,92,230637,0,949389,2326605,52946,52946,135804,257157,2650412,103209,157337,2656,1183136,708004,1891140,1022505,1022505,30101,294297,623874,7618,1684098,1708661,3599801,1094116,1094116,902605,902605,191511,191511,79733,111778,728,2806,11207,15833,91082,727,9,100862,212640,26168,186472,186472,-73966,112506,185563,112639,1.81,102250,185563,1.81,102357,212649,354218,111223,212640,140851,718,9,-728,-15483,-48154,13137,-20229,661,-38157,-56646,313540,-215837,986,-7060,-160791,145689,198481,344170,344170,193,108,114471,140851,718,7.84,6.43,3.16,32.37,17.5,17.5,19.43,17.04,9.22,10.17,240.19,3.83,7.29,10.46,26.5,16.47,1.08,10.7,1.09,2.08,1.1,2.08,1.81,-13.67,-17.85,5.21,15.12,-33.23,2.43,0.6,0.78,80.24,58.71,0,52.53,47.47,74.01,-506562,-233747,21.37,8.62,0.31,42.36,0.48,0.64,44.88,93.26,186275,0.91,0.91
9942,茂順,2016,20,其他,0,資誠聯合會計師事務所,1,Y,1,56.76,54.97,61.82,54.45,34.98,77.46,20.74,15.46,2.32,3733248,12.96,17.77,33.24,7.59,6.24,12.69,73.95,348024,1112829,18935,780801,64730,2325319,1165016,43965,43965,2494,109760,1407929,121692,264383,8703,608963,358518,967481,831613,831613,214743,1245450,1792927,-75127,2764156,2765767,3733248,2965714,2965714,1889820,1889820,1075894,1071745,456729,615016,4181,25464,33392,-779,-18778,2591,2591,29171,644187,156603,487584,487584,-112188,375396,487370,375311,5.86,83161,487370,5.83,83656,646778,760639,490416,644187,96756,17105,2591,-4181,-36796,68401,6998,43460,2408,-142223,23405,630988,-104662,-11200,-125258,-428084,-10471,358495,348024,348024,445951,896,725817,96756,17105,20.2,15.53,9.93,25.65,36.28,36.14,21.72,16.44,0.98,16.54,235.57,17.4,15.4,24.47,103.62,33.24,5.89,35.66,7.4,7.75,4.51,7.75,5.86,12.11,13.71,13.27,15.46,15.98,-2.45,1.57,1.7,381.85,243,0.53,25.92,74.08,237.4,-228024,1716356,68.47,2.72,0.78,134.18,2.48,1.08,136.96,150.99,575965,1.91,1.91
1316,上曜,2017,14,建材營造,0,安侯建業聯合會計師事務所,1,Y,1,46.26,48.75,61.38,34.14,70.37,29.87,16.71,412.93,0.66,4598344,7.73,14.09,15.11,4.04,275.85,448.27,28.24,900488,209825,3222,2261827,64404,3706739,298638,15552,15552,21486,46603,891605,563404,59166,21326,1878695,20658,1899353,1278100,1278100,190037,199216,199216,126364,1760452,2698991,4598344,2159740,2159740,1525764,1525764,633976,633976,272984,360992,1331,0,1934,9153,35532,36502,16628,20838,381830,55766,326064,326064,247078,573142,336704,430284,3.17,106350,336704,3.13,107527,398458,413455,298329,381830,13407,1590,16627,-1331,4576,103644,337660,-23063,1331,-23539,23231,429362,-60461,112800,109290,-157745,378037,522451,900488,900488,24203,70,184984,13407,1590,8.78,7.39,13.04,19.14,29.35,29.35,17.68,15.1,0.96,13.81,232.24,9.23,12.64,8.57,22.85,15.11,2.65,18.53,3.1,3.59,5.39,3.28,2.89,448.27,394.19,459.95,412.93,367.49,9.73,39.9,10.29,197.3,59.32,4.89,41.31,58.69,903.77,-118085,1828044,91.58,10.14,0.49,36.01,7.87,0.93,35.46,540.68,-174615,0.85,0.85
1436,華友聯,2017,14,建材營造,0,勤業眾信聯合會計師事務所,1,N,0,57.1,48.75,46.8,69.53,189.87,36.49,15.2,454.96,0.3,7102133,4.33,10.1,32.28,-2.01,70.48,88.21,44.61,355276,2274,14,5899266,70451,6399717,22492,20000,20000,6580,621816,702416,262112,67326,23335,3245073,1406945,4652018,759000,759000,245201,911999,1441176,4738,2450115,2450115,7102133,2218849,2228136,1679245,1679245,548891,548891,210313,338578,787,5035,11535,-29,-563,94309,72601,-61629,276949,38067,238882,238882,4738,243620,238882,243620,3.15,75900,238882,3.15,75915,349550,358602,239416,276949,9052,0,72601,-787,121,-527968,53830,26721,787,-37978,51093,-152368,0,354,-3902,20992,-135278,490554,355276,355276,0,42,67649,9052,0,5.2,4.45,3.53,16.09,24.63,24.63,12.43,10.72,-2.77,10.75,260.99,5.45,9.44,3.04,-4.7,32.28,3.15,29.36,4.46,3.65,3.21,3.65,3.15,88.21,142.09,327.42,454.96,453.74,5.95,7.35,2.89,197.21,11.33,24.27,65.5,34.5,17135.5,3825044,3154644,240.87,954.44,0.32,0.38,97.27,0.94,0.37,1282.26,28597,1.02,1.02
1456,怡華,2017,14,建材營造,0,安侯建業聯合會計師事務所,1,N,0,43.39,48.75,37.04,44.45,296.18,4.41,6.51,-18.49,0.38,4657123,2.04,3.34,12.54,-1.18,3.34,-14.95,7,15860,269760,18922,2300762,27789,2671546,75827,0,0,7360,1821360,1985577,31266,68528,5851,1737297,1744330,3481627,937200,937200,18377,76214,186458,33461,1175496,1175496,4657123,927605,1008696,856949,856949,151747,151747,86106,65641,147,36566,36713,-2454,5772,111473,66826,-24341,41300,2844,38456,38456,11676,50132,38456,50132,0.41,93720,38456,0.41,93751,108126,134968,30182,41300,26567,275,66826,-147,14957,-21745,-57169,-9660,41,-5833,-29540,-110218,-90,-6908,-33080,147646,4348,11512,15860,15860,73112,111,124219,26567,275,2.75,2.35,1.09,13.38,15.04,15.04,4.09,3.81,-2.41,2.99,176.23,2.43,8.54,12.31,-6.34,12.54,0.32,10.76,0.7,0.44,0.53,0.44,0.41,-14.95,-33.78,-28.42,-18.49,-36.19,2.48,4.45,-0.23,153.78,18.97,71.15,74.76,25.24,3670.65,3186745,934249,218.68,3.64,0.22,100.32,11.26,0.88,97.61,956.26,414901,0.9,0.9
